19275	7584	18226	4021	15813	3619	11708	12642	3826	13375	3796	12354	9917	11154	13414	6568	8253	12251	3966	19274	5420	13767	15276	13147	6205
12389	6277	1444	3521	4537	9283	2624	16053	15401	4843	16320	17831	18299	19747	2816	18787	8686	14661	18739	18125	5486	2529	4703	12539	6928
11859	16950	5527	10392	13868	422	11918	12171	18992	3473	13367	17574	15767	10898	12222	1730	10580	14990	1152	19081	8765	5911	9316	671	11363
6439	6271	7336	6825	17935	9271	2138	9638	9912	6599	1679	770	13631	4330	3914	4198	14493	2656	13712	283	9853	8579	13100	2846	7751
13228	13267	18064	18169	9029	18966	6481	2441	3808	14813	8726	8687	15324	13031	16872	5283	9605	5709	8809	6901	8626	13930	11541	1823	13507
15147	2006	3489	11043	16703	2619	11094	2219	17666	11728	14453	18884	2498	13495	2759	15218	10501	9084	11691	19944	17611	6731	18421	10343	10771
9201	7837	310	13586	2028	3653	15810	6123	17316	8493	12994	14573	19283	378	3828	9193	15491	19957	19795	7477	11739	3180	329	1190	16542
14442	11895	18172	8080	5346	19693	16654	5074	17903	7141	16433	2582	19798	860	10300	12004	5502	4207	9672	1128	7449	18724	5146	3104	18932
12911	17157	19736	398	5352	19188	15716	16447	8265	7141	15469	17007	15193	15053	10797	15589	17714	9020	17631	14789	15268	15653	15371	11161	17569
19678	17419	1340	4988	1359	2373	10254	17650	11724	276	8349	2199	19138	18755	11919	13317	13626	4818	3419	4400	13706	6479	4685	14424	3247
12934	19067	8550	1984	9003	3213	12674	9938	7847	10496	9728	6906	15631	7533	17754	9930	8223	16400	1322	7084	10451	9837	12799	13081	4530
15460	121	4644	9562	13667	9298	19668	7866	2946	15357	4865	7546	11539	12906	14282	19497	3147	7895	10015	2765	9042	5127	16732	12219	15978
965	5737	6203	2589	4848	18512	7315	8529	2464	6352	8496	14279	3833	8639	536	8356	11293	6744	4150	3909	9438	15215	11618	18653	9530
14101	1141	1489	18958	19516	138	11343	15196	4620	9655	7754	4778	9959	8816	7021	976	2052	73	17603	18515	11460	16205	16899	19948	4694
18639	1052	4135	18804	8763	11805	2810	5758	13331	19444	17041	6134	18821	718	13433	12816	3719	19067	376	6461	12300	16346	12237	4506	4078
8921	19023	16838	13327	4162	16090	18685	10172	3420	5693	4608	3167	11440	3093	13561	72	17671	4160	1264	1734	19500	8842	8426	9562	5072
12197	5007	127	6161	17008	5718	14836	9397	16029	7810	12867	3194	15393	16780	12853	7893	4644	92	19919	11205	679	5337	16580	275	16584
9294	2893	8504	19182	13896	9616	1509	15754	19726	2387	17475	9517	18508	8942	19780	797	4725	10094	17101	13874	11805	16098	16695	18980	2681
16789	15132	18225	18913	703	3049	13187	15718	2995	9880	6170	1763	4198	19105	1377	19524	11422	15525	13275	951	8841	8494	6317	2067	11799
10879	6487	7027	13903	17485	9283	5013	1062	206	4887	4591	3842	10123	11046	9774	4317	16086	19806	4183	18760	19498	18745	17964	1134	14599
11521	10561	9341	14722	10780	11348	19659	653	16997	10965	12717	9138	165	19205	12339	2768	12067	15341	5665	13803	5313	7151	15821	15578	6080
1300	618	2230	15052	11642	11721	1215	2768	10977	7865	12683	2327	657	6524	11765	9412	16473	8808	4911	17819	7461	3091	10216	1073	212
9256	832	1681	4794	17897	6837	16278	14655	19791	2608	10352	443	1395	9531	4131	17135	7937	878	15536	12275	7064	7866	11404	17855	13697
17029	15943	13137	8874	12434	11232	1307	4954	9733	1387	7555	3008	16240	5100	8252	12062	11770	13937	11684	13835	9325	6135	16014	5758	18938
8786	2461	246	2019	13669	14818	1331	2211	15232	5531	5714	12648	7128	17710	3810	8412	12828	13744	7533	3450	2625	13694	8791	18193	13335
711	4172	2217	17055	3930	16415	5618	10008	2558	685	11460	12812	9024	4649	4942	19990	19904	9166	10220	12745	14267	601	14410	15592	16382
3365	4200	2384	6082	14274	14090	10673	5214	7443	6975	14439	5540	1254	14917	17198	17480	2730	16392	16192	3697	8221	4472	17326	14338	10659
1855	3815	10513	1481	3198	16328	9696	15043	6533	19278	7266	10363	3375	11458	8704	13530	1069	9324	920	9773	2928	18325	12577	10442	2713
2758	11017	18679	9237	5936	7251	12311	15909	9106	3762	7822	16127	114	6330	17092	5617	7900	11428	5625	6167	1919	12479	11272	17492	13385
5353	9017	18328	12976	12746	19327	6587	642	1116	2582	2743	2440	7992	15970	1430	2937	4504	16287	11862	1063	8406	11033	4493	2755	2011
15542	9012	8545	6082	3248	5897	1021	12551	19777	19594	6408	2704	10056	1929	3953	3983	18908	9719	19981	6434	2832	13552	14404	7981	16739
19765	6726	7393	6515	497	19991	4035	10531	4357	11358	15668	5666	19424	6869	11785	3048	6733	12972	14808	984	9521	10079	5127	4955	5749
6511	5069	19021	6873	16795	2798	19129	1892	14882	14200	16118	18875	18399	17649	3671	19362	16537	19746	18371	11333	2719	14308	17800	11040	11479
15863	10382	5425	10804	19507	19520	8553	7286	13179	17131	10931	8942	6169	3203	19766	18568	16309	5548	7927	1157	10370	11553	17094	9214	9148
8695	11848	13548	2627	286	6275	17582	15540	7359	17747	17057	17971	17907	1359	9503	3341	18580	10514	16217	11014	19654	19002	17116	18711	11738
3884	10041	2421	13160	13003	13058	11845	10166	17475	13639	15529	3141	8004	17470	1070	15305	15987	18985	6396	5066	111	3698	12587	11187	12008
6029	1928	18871	1380	14728	13690	10912	9229	13835	11037	11411	9645	10158	16635	18527	16162	1609	15396	2771	4644	16512	6811	903	19588	10600
4121	11868	12960	8722	8444	12387	12143	7101	17576	5733	5648	11330	16425	16746	2846	14771	13497	10960	934	12455	9825	7305	4967	8445	19719
15876	12067	14517	85	4523	9039	4325	448	2274	9975	10729	15113	9030	19853	12117	830	10581	3673	494	6144	6700	8553	1245	9176	18520
2903	10832	7048	12434	709	15648	3922	15970	11632	16207	18549	8076	1513	7963	12211	17160	3886	13437	15074	15967	13390	16535	6700	17324	11515
475	1501	2016	8549	10044	8070	13417	18647	10000	8899	1353	7698	18182	10571	355	4974	15170	55	18151	3721	5610	14987	10384	15317	9376
950	4278	11506	586	14075	3025	6503	13810	11793	16340	4965	8993	8052	12968	9522	13894	2023	16133	18641	7751	901	11881	17359	3576	7174
13134	2537	8758	15339	17593	8629	8250	1840	14324	17630	3622	10595	1339	5352	18116	9541	7912	13969	16450	3653	18093	2448	13517	5703	10640
13788	18818	13760	10568	16127	14292	1237	1304	3824	17032	4	3536	1891	14727	3650	19684	19480	9618	14267	16405	9714	1153	13757	214	4444
14610	2570	14783	15226	7766	9859	12731	18669	19539	4930	7483	6754	5846	5422	13112	17019	14273	14909	1803	150	1387	16802	16812	3492	13864
7370	16500	11399	11077	18088	5008	4612	13262	4268	2667	9870	6231	13815	12732	15944	15241	13188	2309	790	50	17040	147	14363	4604	18687
5103	4493	7091	18968	10474	126	14456	15488	2099	18169	10327	18654	6151	17959	13530	2655	18320	15569	17195	19293	17450	14470	12459	5403	6926
10132	15696	7902	8931	16461	4839	14423	17553	16882	5347	14260	3255	15826	12256	4986	4060	7652	17659	8103	10768	211	11930	8639	17579	15933
1338	4447	19636	10143	16591	11316	8796	9747	10019	7865	18944	8219	17333	13638	3864	14830	12108	18332	15817	19193	11812	16161	525	7945	13974
3331	1748	6441	10762	16367	81	15909	14438	2987	15505	4790	16501	16553	8359	8882	9685	15925	16551	19412	2155	19010	9054	19991	11443	9314
13565	11366	3987	4699	5042	10185	8798	13090	11626	17306	8070	13145	1511	2407	14749	18153	10320	19621	1422	4923	8256	2817	17785	1512	10279
2771	3137	11122	13480	5292	3959	15370	13685	3990	8069	1168	8095	698	16085	18395	6590	4135	15032	3250	19929	4598	15165	19410	1232	4556
2074	10328	6195	16078	18936	16518	744	10568	6711	12945	8369	14827	1497	5815	9838	6251	3273	19193	18579	2623	19302	12091	14154	5510	7326
17007	5016	19788	11900	13928	8945	16689	13559	5825	14715	11902	14846	17843	2199	14562	11952	14604	18940	12269	13205	15823	18504	1273	19707	19580
395	4323	1968	11528	5745	14273	7443	11299	4822	1555	1121	7979	8804	10375	16400	15594	596	15487	2121	4014	14419	13688	9456	7357	9765
7403	651	6984	14364	2127	51	3988	5542	10650	6058	9000	10906	13645	3520	55	4182	19869	3759	11792	5718	16821	15339	10246	16745	16969
7915	19415	15627	8179	656	12308	4022	15190	9224	3267	2769	16779	2093	10346	10583	15431	532	11828	6522	870	18593	6999	4888	11188	4116
6295	15662	8032	8891	2885	5108	2344	6411	11431	1266	13680	5359	15622	9263	3211	1252	7120	6760	16527	3150	4800	14939	10709	9326	9741
1782	16324	8176	12165	12037	13312	959	10481	9491	6056	8836	18740	8876	4925	12513	3589	10492	19826	1166	18077	15216	15584	10909	1195	3053
11602	5175	11792	7013	11618	17579	11559	9315	11808	13275	2321	12990	1017	6640	15034	8782	14057	12679	8596	11128	7630	6770	4777	4439	19097
10260	4169	14350	19706	6558	1472	2561	1902	6790	3249	7341	11093	916	17158	2727	15858	7794	15853	14224	11873	15913	19911	3944	14986	1889
17609	19188	9723	18950	10998	5335	17303	16819	8969	6651	16158	1063	5677	18663	5587	19357	13919	5327	7491	975	17512	15739	17197	11841	8225
271	4227	2953	180	17683	5715	8255	9575	8012	3905	19200	12057	9059	7918	15259	4010	19718	5415	11977	1236	13544	19236	14443	19586	19365
6721	2665	14816	4942	7069	4251	4383	9614	5903	2138	5035	17218	16031	368	9960	10262	10897	15238	2388	323	19367	9208	4136	5563	5035
1443	15714	1229	15656	4277	13154	8816	1343	11429	9073	17903	11556	14774	7554	17008	1232	5585	3510	3806	4328	8297	18663	14693	5623	9582
12136	7006	19202	3109	19112	19774	19484	10718	4612	13086	2861	8304	2708	12063	14928	5305	2757	16260	1207	5448	18555	18272	9962	1693	12222
4639	8651	11038	480	8553	6975	11824	8587	3954	15739	4045	19690	4579	10863	12465	19347	7350	2903	18610	12222	14696	3965	12376	12241	13108
17953	3829	15564	6154	15794	5079	2229	13286	944	2870	9844	1449	5378	6464	15756	19451	632	1429	18801	8577	1108	12404	4486	15727	2584
18895	3413	14505	18962	6482	8392	9875	8795	414	19150	12368	7093	9636	7755	13116	13988	4646	6462	14421	19316	3556	9784	4806	16654	12143
5762	6189	18909	17323	15986	19147	8006	10092	7109	5747	13042	6682	18171	980	18279	3679	11436	216	18440	18572	15681	16307	18788	10970	12684
8572	4067	1177	5180	14021	8126	7703	4034	1258	6966	9638	13640	4351	12305	11086	13544	13535	18063	4077	17236	7528	8246	17998	19343	778
14175	17	2991	19458	3039	19515	18408	3999	13146	11385	19146	16449	579	2409	16487	6000	9082	17361	5615	736	5594	19425	4437	3614	17431
4222	15754	15442	8363	4726	15726	3998	8343	14613	416	4143	5981	1594	14228	13749	12768	18269	17495	19853	8763	6603	15988	2062	13741	18659
9921	11365	3259	7623	6111	6284	1683	5744	12049	3602	5683	12181	8817	5648	6284	11901	19819	6144	5071	9451	3132	13961	15473	8355	14960
18886	4008	18325	11850	8835	235	5888	6596	14316	19266	462	13140	5500	15071	994	2579	14632	673	11211	12517	6289	342	14216	17596	15226
15353	10524	18337	246	3266	18906	10855	2014	1864	7742	19066	9235	2065	2847	17290	7815	15982	1486	12659	15020	16004	5541	4538	956	13655
3432	1397	11175	10762	1446	6488	15957	11089	15381	12178	2303	1479	7586	7644	17354	3189	5955	18075	4186	3561	17471	18739	196	18167	3473
18654	11879	7844	1299	18090	88	4180	17474	6986	14600	19974	4670	1831	5103	17426	17894	5927	3814	7611	10204	14425	6536	18661	7555	17742
5270	17177	1992	9811	16807	2606	12406	15858	6240	7007	18794	13718	15782	13958	4034	3917	14894	5989	835	16090	3156	4775	2010	12836	4613
15836	7578	7260	10242	11178	3736	12332	6615	4606	5513	10913	13775	19000	12112	1315	9316	16031	10911	19926	8963	7030	11994	14219	13958	6100
4887	9137	1916	12849	12536	14583	9517	10731	4019	8475	5838	19577	133	3709	3804	11587	18145	227	15062	4531	14218	19212	15747	19032	10344
14786	10613	5408	4057	402	7720	16425	1816	19848	12111	2234	8728	10724	8227	13419	274	15834	17108	16964	6057	7796	8706	6509	15157	10991
6851	15919	13561	8311	18060	10920	6919	11919	9760	5114	5858	10812	4004	16365	4825	6611	14326	14355	19322	19759	8824	2925	2380	1554	9518
5112	3147	6472	9551	15105	9490	7267	15474	711	4350	6595	10394	6891	5585	8710	8844	982	11513	865	15870	16326	3709	4519	1508	3273
562	1589	17476	15673	2575	3086	4306	18221	4600	381	15622	1791	6551	19649	10677	10092	18872	17206	6724	5333	2812	17939	2757	14263	5348
4210	19791	4994	7128	17842	8961	10024	8016	14881	3660	16931	14028	6913	7149	15264	7600	17941	14142	2288	14520	12236	10568	15757	9841	10865
9496	4836	2079	1656	2230	12437	3873	18302	3752	15868	14405	2066	18701	18936	11344	18787	17994	19108	6099	16700	13505	18518	14365	676	6231
16065	9767	2924	17064	18562	18502	9535	1465	12677	16921	12307	2030	7248	12162	2689	13540	17601	2977	16231	11664	386	8474	256	6760	8550
11860	13356	4381	6803	3926	2672	16083	13373	15330	13074	16278	1938	19170	16202	14186	7641	1120	15524	5007	19345	1823	16505	13399	13160	4135
16017	9808	13011	2017	8709	9106	5857	4331	16204	11410	4702	4940	3223	7631	17809	12812	16200	6638	5227	1358	4186	15146	10004	16335	2691
13940	5072	988	14446	11700	2607	299	1419	3393	4832	3421	19325	18378	5540	6793	3249	18846	9761	101	13845	3626	7058	16436	13340	9805
6770	17300	5485	1749	7376	565	6368	13029	17018	19435	12081	12393	14817	19608	1192	17092	19703	8694	5771	7931	4904	12150	16117	6657	4571
6632	11164	17269	17957	14593	3399	5970	273	19547	2547	16543	538	19031	8683	12047	9508	18540	12028	9015	6601	10409	1522	9612	6706	9013
11207	13859	11612	14925	13034	10515	2603	554	2800	14254	7123	2651	13762	4183	18324	4693	2251	15257	19722	6242	1740	14138	6349	10707	10328
8993	7283	12189	2481	7778	19253	17042	8633	4800	11402	18314	17423	9556	8539	7851	2538	12615	13707	15952	12475	866	1544	9756	19467	10573
8843	19669	15295	2609	18046	18289	4018	13557	4048	7230	10225	8686	8868	17046	18233	5642	15058	18900	4147	2673	9230	8894	15017	14682	15451
1600	1335	5047	4737	4094	17352	8432	15671	19657	13294	4591	17565	6503	17623	8898	15388	1240	12353	12768	15583	16116	15537	6359	11591	1578
145	7766	10753	17146	13553	12460	18396	9060	679	14784	7673	16883	8608	8103	4942	845	3226	1610	10921	6186	12679	15551	7499	5837	15610
17437	882	16829	3812	9071	16869	1895	19699	11947	12229	19602	9199	19185	1093	18909	3322	7924	11399	19072	14159	13259	7932	10242	8555	14655
19751	11568	18630	591	13946	2094	404	14377	8615	7810	9747	13180	8739	3864	8276	2879	14487	15003	9921	19174	7751	11190	18442	17095	17315
8435	13579	15656	13177	648	7877	16856	15215	16440	19363	16766	17359	18992	18176	6438	17762	934	9693	8918	3578	15585	15004	752	7630	4985
10056	10884	13785	14625	14306	19968	5805	19888	9128	1128	17944	4357	15065	15255	6911	14726	14330	11208	5148	5452	2856	1912	8688	7390	8436
7967	11973	1278	8008	9534	5531	572	16035	13207	15352	5041	12723	3494	15071	17119	7701	6666	2963	19848	16035	17818	699	441	1193	427
14331	9264	19249	13689	16474	1262	17515	1237	13299	2121	12208	14104	17405	14757	3266	6621	14132	10655	12394	13645	1414	17643	14553	5306	9699
7124	7121	1160	16930	14751	9440	19259	665	3321	13730	895	19856	5059	9965	4159	12787	13103	5897	7766	6920	15817	705	1935	15563	18466
2659	17920	11649	16334	10152	17620	11881	12851	16993	3011	5816	2814	17724	8591	7990	6626	7889	9476	8430	19002	5731	1182	8878	2055	18275
15261	266	2185	6724	13524	19834	19110	8405	2014	19057	8680	1341	6996	14536	19566	18768	3118	18169	19247	3692	16043	4966	16853	2135	12073
19009	9310	3982	7367	6546	11336	14927	17915	3223	15794	8409	6439	13305	1881	4605	283	12121	10825	7003	17313	8145	9725	19234	3703	1531
3072	3755	18143	18978	16819	10601	19368	10597	14043	18817	7580	12231	14198	845	18751	3945	15738	3647	19130	7517	15345	7150	5021	13912	15300
5484	553	3750	7184	19595	4757	9568	15562	10021	18144	12150	14283	10147	341	3751	17526	2838	9912	18247	1353	8528	6336	19497	14071	19588
12812	12237	19282	15353	543	5750	9492	1787	3998	1174	7466	3726	17815	16789	18322	16233	5969	9548	13667	5163	9625	2795	15201	16297	13760
14009	17407	14398	1280	13790	11716	1614	10964	5875	14326	14665	19444	12911	15762	7764	8369	11453	16034	16185	7597	5840	13783	4621	13436	7016
2526	4783	3623	9328	6909	5460	19337	10400	1628	8487	7999	3206	4554	16647	18695	7518	13251	682	4986	9151	5362	9013	19534	18668	7198
4430	18454	12496	7314	17041	16281	1564	13453	13343	3375	452	427	1243	6602	14077	763	9780	8349	403	761	1233	1186	7044	19780	2852
13528	2750	18296	8797	2239	19685	10453	17546	3104	1870	18456	17791	4575	7678	10452	14353	17372	9202	14503	19036	3328	13196	9878	17043	15012
17989	14625	10330	15475	6397	10537	8912	19312	8235	15442	1422	17751	12665	15080	18130	19116	1082	13705	14983	19802	3391	10528	10695	16734	6039
2881	3741	2370	275	18520	5397	7789	19476	6647	18282	15974	12528	8102	6808	4913	9477	4463	2016	3607	12767	8450	16067	19062	1792	13691
10601	1698	16020	8707	2242	4488	18359	4434	1048	7812	16150	11647	10056	14398	14542	7478	10462	5603	10769	2729	10089	8962	50	5099	10301
19852	11063	7044	4968	17234	8222	6980	8770	3936	15635	15476	11424	8294	2638	14483	1899	11115	12189	14419	2191	17799	2451	14318	6331	2643
5383	2407	16385	7042	18146	7721	9431	16020	10249	12919	6577	15610	16111	17859	9344	16205	422	16427	3872	7325	13153	13597	8735	548	565
17582	1948	4115	2732	14013	287	5404	10326	19027	2943	19800	13613	2857	2751	4175	16014	19078	17791	3355	10134	18383	10065	6009	4456	5860
8163	6597	16756	13653	8553	543	5526	7772	1398	14205	4403	6540	19730	5733	11390	8733	2191	16791	17970	6315	9796	4142	12698	304	4380
9968	11469	14347	5560	299	419	4417	7300	5131	3541	8587	15557	11483	13945	17761	10854	16155	6911	16468	7022	3921	13842	8344	241	6045
15943	13756	10500	19733	12327	9810	807	19036	15737	505	4614	19856	14266	17764	19871	8185	9472	12046	11578	3388	7344	15437	4359	13666	15417
14416	7857	8487	11919	4765	7642	16402	10805	8273	4114	2014	9972	15695	6762	14318	15192	14533	15288	12800	5468	5160	5830	5585	8044	6395
11618	1297	5787	11196	5205	9404	9575	5683	4565	9552	9634	9900	10795	18756	17016	8591	11514	13477	7780	1112	5298	12811	14526	13112	14699
13457	13085	19597	17557	6456	18566	3354	10208	6388	2505	13280	3434	5228	19644	11126	272	10533	6432	14750	13132	8150	12385	14354	3037	8306
2171	18766	10811	19913	12488	17833	4038	3010	3895	16880	8836	13516	8210	10654	2475	16111	12867	2299	8951	15619	12667	5247	16830	5671	12173
15177	11356	16386	11894	4287	12968	5893	18873	7709	5575	18163	7359	9065	19078	1764	10982	17762	8245	5640	5702	19340	18778	2052	8891	18811
5816	3331	14340	1117	275	13545	18952	4345	16588	7735	17389	8164	10068	15680	3365	3766	8092	9570	12310	3517	7686	10603	13840	362	7621
4283	17243	3915	7196	5456	16623	16207	38	1942	3509	16753	17043	11867	16723	10052	17478	7503	18545	5365	13725	13858	14375	112	9800	17030
10331	4064	12615	6998	3509	14093	15348	15619	12492	9503	13697	6721	16995	505	18936	1734	9770	12227	18931	1313	8826	11094	19858	15940	16803
19699	15564	442	17931	12624	9092	3056	18899	11390	9094	18309	2813	14124	14779	8281	6764	16014	9837	2764	4057	14174	6002	16015	9576	4631
1923	7315	14688	11771	18795	14475	19989	1437	19852	9591	9400	19258	15833	15638	14321	16606	17398	2922	7071	1952	1236	2287	15342	7297	3670
8021	9574	15903	18957	13603	18397	10487	13658	14059	16725	15511	15412	4650	864	18368	15411	2735	4697	15990	3466	15803	10545	13264	10215	3407
13032	15028	11603	3822	528	17470	1304	3	5498	17447	4538	14810	1972	6119	19627	13310	2845	7227	17806	6294	6684	3494	17618	17547	17561
3471	9090	8781	262	10362	568	16304	2589	16203	9832	3839	1085	16052	4679	14876	15196	18237	15968	2368	267	18608	13093	5560	461	6341
6303	11956	14744	16022	10696	18783	10800	9083	6967	15233	19305	11233	17190	10117	8852	9042	17608	18581	17786	10352	11385	15893	19613	13178	3060
5757	4630	7204	15339	1230	10654	8831	1271	11859	11432	3222	12708	9997	5563	13983	730	14925	15568	10762	1289	404	11672	1115	8185	8965
10039	5880	10024	10996	3596	10226	11883	5185	12142	15983	6033	15122	665	2251	5968	3296	16515	14346	9175	6559	4892	2025	2121	5089	12473
1532	9652	17119	10898	5989	3588	11027	15094	10583	19015	4295	139	19311	9219	2568	5272	2869	3999	8973	19043	2577	11173	6056	3151	2500
2616	19948	4220	9110	12398	8241	3053	19358	656	4034	2029	1786	12424	14288	18004	10651	12271	11965	8391	9318	14353	6762	4653	6669	12894
9679	967	11641	17644	13299	9809	14623	12895	4293	886	7343	2595	8124	8851	6038	2321	7892	8039	17976	10234	15534	3499	302	14093	9394
1282	12913	4414	16039	17489	14808	7032	19145	18953	18981	60	13449	19166	5619	1364	1894	1604	19725	3365	5693	15301	13947	3114	1267	4933
6294	15727	12509	475	15215	6653	5584	2083	10335	1624	7452	9272	16839	1618	5241	5397	2639	18493	18905	6056	1745	10017	15456	2076	19817
5224	16567	9413	19506	7437	3487	5819	9029	17758	16167	14302	721	18862	9798	11805	4735	2758	16056	5736	14938	5259	10114	19861	14076	312
17848	15949	7413	1583	2856	14854	17875	14466	15710	6643	1933	8762	19979	7647	8663	12308	17966	5751	8861	11894	17820	12424	16690	3756	11883
5825	5667	8158	10884	566	18501	2060	4406	4353	13745	2642	3082	9177	17984	11683	3837	17586	13082	17424	3951	16084	19099	17417	9022	10365
8158	10105	15913	2970	3945	1998	439	17090	12893	229	7727	13268	3931	13709	10775	12169	2468	17890	15867	435	156	6061	5015	2005	8511
15579	10801	2947	19619	6786	1349	11776	16244	17459	3362	14113	18937	11877	16088	12095	8857	6406	16668	10031	13653	16680	18813	12059	15151	18619
2437	6006	1698	5715	4413	11231	929	2669	16969	4737	11150	7865	5123	16802	13231	10048	15645	15646	16862	18656	8001	6823	15271	1253	6867
567	5435	15154	2282	13899	5949	14231	1087	7858	11592	18122	11881	5056	13180	944	10328	14222	9559	10212	579	18498	6330	7158	6019	632
19162	10432	461	18630	5819	8796	11201	10968	2207	13239	5891	15287	16980	12597	7186	17853	11676	10684	10817	519	4469	11933	25	11067	3963
1017	9734	16097	4251	17634	4423	16356	4431	11511	4613	8339	7580	12762	15870	9233	6629	4041	19309	14579	8247	15577	14468	5314	9400	13382
200	15834	4128	14506	16766	10231	4675	812	2673	12628	3460	14195	4219	1412	10103	9782	13174	6381	18594	13344	18917	1927	4570	4771	6603
1792	18629	12442	771	7159	16235	14682	11866	16330	16276	12175	13344	7948	5182	6091	13766	19149	5704	687	19168	3421	12265	15734	19504	9964
17187	12262	9848	9312	3208	7981	5705	7211	8639	9466	17801	2931	18997	17309	52	13356	4579	69	19275	13088	5261	1485	14246	12333	1756
1842	12509	12284	7345	17735	7215	17926	782	14066	2414	19767	16035	13011	14501	2572	11254	10895	9553	977	9917	7368	12354	17517	3558	13900
